id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude,provinsi_clean,Provinsi_x,2022_x,2023_x,Ketahanan Bangunan.csv.xl,Tembok,Plesteran Anyaman Bambu/Kawat,Kayu/Papan,Anyaman Bambu,Batang Kayu,Bambu,Lainnya,Listrik,Gas,Minyak Tanah,Kayu Bakar,Briket/Arang/Lainnya,Tidak Memasak,Milik Sendiri,Kontrak/Sewa,Bebas Sewa,Dinas,Pengeluaran Bahan Bakar.c,Listrik PLN,Listrik Non-PLN,Bukan Listrik,Sewa/Kontrak Rumah,Pemeliharaan dan Perbaikan Ringan,Air,Bahan Bakar,Kebutuhan Lainnya untuk Rumah,SHM atas Nama ART,SHM Bukan atas Nama ART dengan Perjanjian,SHM Bukan atas Nama ART tanpa Perjanjian,Air Kemasan Bermerk,Air Isi Ulang,Leding,Sumur Bor/Pompa,Sumur Terlindung,Sumur Tak Terlindung,Mata Air Terlindung,Mata Air Tak Terlindung,Air Permukaan,Air Hujan,Akses Air Minum Layak.csv,Beton,Genteng,Seng,Asbes,Kayu/Sirap,Jerami/Ijuk/Daun-Daunan/Rumbia,Akses Sanitasi Layak.csv.,Pengeluaran Air.csv.xlsx,Rumah Layak Huni.csv.xlsx,Marmer/Granit,Keramik,Parket/Vinil/Karpet,Ubin/Tegel/Teraso,Semen/Bata Merah,Tanah,Pengeluaran Gas.csv.xlsx,Ada Digunakan hanya ART Sendiri,Ada Digunakan bersama ART Rumah Tangga Tertentu,Ada di MCK Komunal,Ada di MCK Umum,Ada ART Tidak Menggunakan,Tidak Ada Fasilitas,Pengeluaran Perbaikan.csv,Pengeluaran Listrik.csv.x,Pengeluaran Sewa.csv.xlsx,Fasilitas Cuci Tangan.csv,≥7.2 m2,≥10 m2,Provinsi_y,2022_y,2023_y,2024,jarak_ke_provinsi
,266,0.0639577881417,0.0002320697577,35,Jawa Timur,3573,Kota Malang,35,Jawa Timur,3573,Malang,2017,Kota,11209.57066,3573,112.83662,-7.978964473041325,112.63637975865775,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,267,0.0619653887401,0.000149280891645,35,Jawa Timur,3574,Kota Probolinggo,35,Jawa Timur,3574,Probolinggo,2017,Kota,5595.40904,3574,56.32429,-7.774315119627388,113.20543201306673,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,268,0.0705333316743,0.00014626186359,35,Jawa Timur,3575,Kota Pasuruan,35,Jawa Timur,3575,Pasuruan,2017,Kota,3962.75651,3575,39.8899,-7.649688955638756,112.91006798709492,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,269,0.0534716683526,0.00012243890989,35,Jawa Timur,3576,Kota Mojokerto,35,Jawa Timur,3576,Mojokerto,2017,Kota,2055.5414,3576,20.6916,-7.471312683661175,112.43743635438446,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,270,0.0627066491937,8.98001143899e-05,35,Jawa Timur,3577,Kota Madiun,35,Jawa Timur,3577,Madiun,2017,Kota,3524.1582,3577,35.47491,-7.627983262599412,111.52817621422015,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,271,0.0892525821062,0.000313085843635,35,Jawa Timur,3578,Kota Surabaya,35,Jawa Timur,3578,Surabaya,2017,Kota,34139.23635,3578,343.65628,-7.275073393954656,112.72380662893435,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,272,0.112968487252,0.000374400626265,35,Jawa Timur,3579,Kota Batu,35,Jawa Timur,3579,Batu,2017,Kota,20000.82204,3579,201.33114,-7.833108849706685,112.53111989983498,JAWA TIMUR,Jawa Timur,85.03,87.32,88.17,91.71,0.42,6.33,1.19,0.02,0.04,0.28,0.56,89.89,0.13,9.08,0.04,0.3,90.93,2.61,6.27,0.19,17919.0,99.71,0.29,,0.21,0.55,0.37,1.77,0.24,63.04,3.03,4.47,14.09,23.63,9.31,24.37,14.33,0.57,12.09,1.48,0.03,0.1,96.93,2.05,90.62,1.34,5.94,,,85.56,5915.0,73.4,2.26,68.36,0.38,5.81,17.45,5.02,14129.0,88.12,7.23,0.14,0.5,0.1,3.91,12277.0,34499.0,3890.0,84.32,97.45,93.51,Jawa Timur,4085.0,4318.0,3890.0,0
,273,2.91835354671,0.0497518751223,36,Banten,3601,Pandeglang,36,Banten,3601,Pandeglang,2017,Kabupaten,281724.2735,3601,2835.97926,-6.590230627261489,105.7429822852084,BANTEN,Banten,74.51,76.24,77.06,93.12,0.7,1.26,3.86,0.12,0.31,0.63,0.22,93.19,0.09,6.35,,,86.49,6.17,6.94,0.41,15734.0,99.79,0.04,0.16,0.74,0.4,0.25,1.15,0.26,63.77,3.99,4.09,18.03,41.11,2.14,23.93,7.06,2.49,3.36,1.52,0.17,0.18,94.01,2.48,77.62,1.04,18.43,,0.33,87.93,5100.0,64.94,3.01,87.36,0.08,2.9,2.82,1.07,13626.0,92.76,3.26,,0.75,,3.05,8314.0,60729.0,11970.0,83.0,96.04,89.43,Banten,13338.0,11966.0,11970.0,0
,274,0.144345273044,0.0010624164897,36,Banten,3602,Lebak,36,Banten,3602,Lebak,2017,Kabupaten,335256.36756,3602,3374.85578,-6.642128938347915,106.21285365156396,BANTEN,Banten,74.51,76.24,77.06,93.12,0.7,1.26,3.86,0.12,0.31,0.63,0.22,93.19,0.09,6.35,,,86.49,6.17,6.94,0.41,15734.0,99.79,0.04,0.16,0.74,0.4,0.25,1.15,0.26,63.77,3.99,4.09,18.03,41.11,2.14,23.93,7.06,2.49,3.36,1.52,0.17,0.18,94.01,2.48,77.62,1.04,18.43,,0.33,87.93,5100.0,64.94,3.01,87.36,0.08,2.9,2.82,1.07,13626.0,92.76,3.26,,0.75,,3.05,8314.0,60729.0,11970.0,83.0,96.04,89.43,Banten,13338.0,11966.0,11970.0,0
,275,0.0911728731763,0.00030560059513,36,Banten,3603,Tangerang,36,Banten,3603,Tangerang,2017,Kabupaten,103856.14203,3603,1045.47981,-6.174630989028612,106.5185128662444,BANTEN,Banten,74.51,76.24,77.06,93.12,0.7,1.26,3.86,0.12,0.31,0.63,0.22,93.19,0.09,6.35,,,86.49,6.17,6.94,0.41,15734.0,99.79,0.04,0.16,0.74,0.4,0.25,1.15,0.26,63.77,3.99,4.09,18.03,41.11,2.14,23.93,7.06,2.49,3.36,1.52,0.17,0.18,94.01,2.48,77.62,1.04,18.43,,0.33,87.93,5100.0,64.94,3.01,87.36,0.08,2.9,2.82,1.07,13626.0,92.76,3.26,,0.75,,3.05,8314.0,60729.0,11970.0,83.0,96.04,89.43,Banten,13338.0,11966.0,11970.0,0
,276,0.164250120654,0.000947586947685,36,Banten,3604,Serang,36,Banten,3604,Serang,2017,Kabupaten,148403.13088,3604,1493.9184,-6.142218782556982,106.14665476825932,BANTEN,Banten,74.51,76.24,77.06,93.12,0.7,1.26,3.86,0.12,0.31,0.63,0.22,93.19,0.09,6.35,,,86.49,6.17,6.94,0.41,15734.0,99.79,0.04,0.16,0.74,0.4,0.25,1.15,0.26,63.77,3.99,4.09,18.03,41.11,2.14,23.93,7.06,2.49,3.36,1.52,0.17,0.18,94.01,2.48,77.62,1.04,18.43,,0.33,87.93,5100.0,64.94,3.01,87.36,0.08,2.9,2.82,1.07,13626.0,92.76,3.26,,0.75,,3.05,8314.0,60729.0,11970.0,83.0,96.04,89.43,Banten,13338.0,11966.0,11970.0,0
,277,0.0595183917842,0.000117906873445,36,Banten,3671,Kota Tangerang,36,Banten,3671,Tangerang,2017,Kota,18358.26966,3671,184.8056,-6.182869499826618,106.6518227032072,BANTEN,Banten,74.51,76.24,77.06,93.12,0.7,1.26,3.86,0.12,0.31,0.63,0.22,93.19,0.09,6.35,,,86.49,6.17,6.94,0.41,15734.0,99.79,0.04,0.16,0.74,0.4,0.25,1.15,0.26,63.77,3.99,4.09,18.03,41.11,2.14,23.93,7.06,2.49,3.36,1.52,0.17,0.18,94.01,2.48,77.62,1.04,18.43,,0.33,87.93,5100.0,64.94,3.01,87.36,0.08,2.9,2.82,1.07,13626.0,92.76,3.26,,0.75,,3.05,8314.0,60729.0,11970.0,83.0,96.04,89.43,Banten,13338.0,11966.0,11970.0,0
,278,0.12876930692,0.000569859239305,36,Banten,3672,Kota Cilegon,36,Banten,3672,Cilegon,2017,Kota,16608.77296,3672,167.19485,-5.998046785450348,106.01927592674215,BANTEN,Banten,74.51,76.24,77.06,93.12,0.7,1.26,3.86,0.12,0.31,0.63,0.22,93.19,0.09,6.35,,,86.49,6.17,6.94,0.41,15734.0,99.79,0.04,0.16,0.74,0.4,0.25,1.15,0.26,63.77,3.99,4.09,18.03,41.11,2.14,23.93,7.06,2.49,3.36,1.52,0.17,0.18,94.01,2.48,77.62,1.04,18.43,,0.33,87.93,5100.0,64.94,3.01,87.36,0.08,2.9,2.82,1.07,13626.0,92.76,3.26,,0.75,,3.05,8314.0,60729.0,11970.0,83.0,96.04,89.43,Banten,13338.0,11966.0,11970.0,0
,279,0.0898289317414,0.00037479624237,36,Banten,3673,Kota Serang,36,Banten,3673,Serang,2017,Kota,26789.28113,3673,269.67773,-6.123386067592276,106.16629867579528,BANTEN,Banten,74.51,76.24,77.06,93.12,0.7,1.26,3.86,0.12,0.31,0.63,0.22,93.19,0.09,6.35,,,86.49,6.17,6.94,0.41,15734.0,99.79,0.04,0.16,0.74,0.4,0.25,1.15,0.26,63.77,3.99,4.09,18.03,41.11,2.14,23.93,7.06,2.49,3.36,1.52,0.17,0.18,94.01,2.48,77.62,1.04,18.43,,0.33,87.93,5100.0,64.94,3.01,87.36,0.08,2.9,2.82,1.07,13626.0,92.76,3.26,,0.75,,3.05,8314.0,60729.0,11970.0,83.0,96.04,89.43,Banten,13338.0,11966.0,11970.0,0
,280,0.0575521389597,0.0001648066605,36,Banten,3674,Kota Tangerang Selatan,36,Banten,3674,Tangerang Selatan,2017,Kota,16638.79803,3674,167.49584,-6.301847863996328,106.7073409716394,BANTEN,Banten,74.51,76.24,77.06,93.12,0.7,1.26,3.86,0.12,0.31,0.63,0.22,93.19,0.09,6.35,,,86.49,6.17,6.94,0.41,15734.0,99.79,0.04,0.16,0.74,0.4,0.25,1.15,0.26,63.77,3.99,4.09,18.03,41.11,2.14,23.93,7.06,2.49,3.36,1.52,0.17,0.18,94.01,2.48,77.62,1.04,18.43,,0.33,87.93,5100.0,64.94,3.01,87.36,0.08,2.9,2.82,1.07,13626.0,92.76,3.26,,0.75,,3.05,8314.0,60729.0,11970.0,83.0,96.04,89.43,Banten,13338.0,11966.0,11970.0,0
,281,0.320308225328,0.00170918180474,51,Bali,5101,Jembrana,51,Bali,5101,Jembrana,2017,Kabupaten,87155.50842,5101,877.30615,-8.31252270443837,114.6826647939009,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,282,0.20043882955,0.000772525519915,51,Bali,5102,Tabanan,51,Bali,5102,Tabanan,2017,Kabupaten,88032.99653,5102,886.13548,-8.428221709828733,115.07877738641022,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,283,0.227017756914,0.00210948284816,51,Bali,5103,Badung,51,Bali,5103,Badung,2017,Kabupaten,40390.89645,5103,406.57044,-8.58346725870223,115.18840533719332,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,284,0.180767400418,0.00062857420065,51,Bali,5104,Gianyar,51,Bali,5104,Gianyar,2017,Kabupaten,37356.3381,5104,376.02625,-8.480494358632214,115.2875567655051,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,285,0.325914033677,0.00220469322974,51,Bali,5105,Klungkung,51,Bali,5105,Klungkung,2017,Kabupaten,32034.46275,5105,322.45456,-8.666548920391307,115.49350271738868,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,286,0.130136787943,0.000337986743365,51,Bali,5106,Bangli,51,Bali,5106,Bangli,2017,Kabupaten,53435.81951,5106,537.88456,-8.293590552404062,115.34684316768488,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,287,0.0837758833245,0.000255439850505,51,Bali,5107,Karang Asem,51,Bali,5107,Karangasem,2017,Kabupaten,85804.85344,5107,863.70868,-8.374200993455263,115.53007063688295,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,288,0.585003711838,0.00914299039016,51,Bali,5108,Buleleng,51,Bali,5108,Buleleng,2017,Kabupaten,133732.10352,5108,1346.15054,-8.200235942141632,114.96257794235508,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,289,0.16030867488,0.00082371765187,51,Bali,5171,Kota Denpasar,51,Bali,5171,Denpasar,2017,Kota,12856.80892,5171,129.41489,-8.668357813764176,115.22086623005592,BALI,Bali,93.43,93.66,93.53,98.8,0.13,0.63,0.27,,,,0.67,89.85,,8.29,,1.14,83.52,11.01,5.04,0.43,21488.0,99.9,,,1.24,0.25,0.68,1.63,0.19,53.97,15.0,15.5,32.92,16.11,19.49,6.8,3.66,0.13,17.49,0.78,0.35,2.28,98.32,2.07,79.53,12.41,5.85,,,96.83,12686.0,85.99,2.29,82.48,0.35,1.38,13.12,0.19,18206.0,88.8,9.26,,,,1.65,7006.0,57750.0,24490.0,92.08,95.35,88.69,Bali,18633.0,16373.0,24490.0,0
,290,0.495552215687,0.00515516481309,52,Nusa Tenggara Barat,5201,Lombok Barat,52,Nusa Tenggara Barat,5201,Lombok Barat,2017,Kabupaten,94487.9264,5201,951.10272,-8.664408697512396,116.09423484625384,NUSA TENGGARA BARAT,Nusa Tenggara Barat,81.87,84.23,84.83,84.95,0.38,9.43,4.1,0.1,0.38,0.67,0.38,92.68,1.07,5.46,,0.35,91.93,1.28,6.51,0.28,12642.0,99.89,,,0.08,0.38,0.31,1.24,0.23,52.41,5.21,10.19,4.96,26.67,12.76,18.82,21.08,1.6,12.86,1.02,0.23,,96.13,2.21,44.99,41.35,11.02,0.07,0.05,86.8,4140.0,67.74,1.23,49.14,0.14,0.67,39.71,0.81,11152.0,82.29,9.53,0.1,0.65,0.24,7.2,7798.0,23376.0,1548.0,77.04,91.37,79.05,Nusa Tenggara Barat,1719.0,1508.0,1548.0,0
,291,0.280567490038,0.001611320334,52,Nusa Tenggara Barat,5202,Lombok Tengah,52,Nusa Tenggara Barat,5202,Lombok Tengah,2017,Kabupaten,119374.90237,5202,1201.60922,-8.722795829769597,116.28914365339052,NUSA TENGGARA BARAT,Nusa Tenggara Barat,81.87,84.23,84.83,84.95,0.38,9.43,4.1,0.1,0.38,0.67,0.38,92.68,1.07,5.46,,0.35,91.93,1.28,6.51,0.28,12642.0,99.89,,,0.08,0.38,0.31,1.24,0.23,52.41,5.21,10.19,4.96,26.67,12.76,18.82,21.08,1.6,12.86,1.02,0.23,,96.13,2.21,44.99,41.35,11.02,0.07,0.05,86.8,4140.0,67.74,1.23,49.14,0.14,0.67,39.71,0.81,11152.0,82.29,9.53,0.1,0.65,0.24,7.2,7798.0,23376.0,1548.0,77.04,91.37,79.05,Nusa Tenggara Barat,1719.0,1508.0,1548.0,0
,292,0.0639834348694,0.00011456257859,52,Nusa Tenggara Barat,5203,Lombok Timur,52,Nusa Tenggara Barat,5203,Lombok Timur,2017,Kabupaten,164261.15798,5203,1653.43813,-8.533116718958105,116.53066631816635,NUSA TENGGARA BARAT,Nusa Tenggara Barat,81.87,84.23,84.83,84.95,0.38,9.43,4.1,0.1,0.38,0.67,0.38,92.68,1.07,5.46,,0.35,91.93,1.28,6.51,0.28,12642.0,99.89,,,0.08,0.38,0.31,1.24,0.23,52.41,5.21,10.19,4.96,26.67,12.76,18.82,21.08,1.6,12.86,1.02,0.23,,96.13,2.21,44.99,41.35,11.02,0.07,0.05,86.8,4140.0,67.74,1.23,49.14,0.14,0.67,39.71,0.81,11152.0,82.29,9.53,0.1,0.65,0.24,7.2,7798.0,23376.0,1548.0,77.04,91.37,79.05,Nusa Tenggara Barat,1719.0,1508.0,1548.0,0
,293,0.112319104753,0.000457551467595,52,Nusa Tenggara Barat,5204,Sumbawa,52,Nusa Tenggara Barat,5204,Sumbawa,2017,Kabupaten,680125.93765,5204,6846.04641,-8.703221200371717,117.48493808830204,NUSA TENGGARA BARAT,Nusa Tenggara Barat,81.87,84.23,84.83,84.95,0.38,9.43,4.1,0.1,0.38,0.67,0.38,92.68,1.07,5.46,,0.35,91.93,1.28,6.51,0.28,12642.0,99.89,,,0.08,0.38,0.31,1.24,0.23,52.41,5.21,10.19,4.96,26.67,12.76,18.82,21.08,1.6,12.86,1.02,0.23,,96.13,2.21,44.99,41.35,11.02,0.07,0.05,86.8,4140.0,67.74,1.23,49.14,0.14,0.67,39.71,0.81,11152.0,82.29,9.53,0.1,0.65,0.24,7.2,7798.0,23376.0,1548.0,77.04,91.37,79.05,Nusa Tenggara Barat,1719.0,1508.0,1548.0,0
,294,0.439998628149,0.00864170424694,52,Nusa Tenggara Barat,5205,Dompu,52,Nusa Tenggara Barat,5205,Dompu,2017,Kabupaten,233179.01936,5205,2347.16405,-8.472141966031373,118.21680611851356,NUSA TENGGARA BARAT,Nusa Tenggara Barat,81.87,84.23,84.83,84.95,0.38,9.43,4.1,0.1,0.38,0.67,0.38,92.68,1.07,5.46,,0.35,91.93,1.28,6.51,0.28,12642.0,99.89,,,0.08,0.38,0.31,1.24,0.23,52.41,5.21,10.19,4.96,26.67,12.76,18.82,21.08,1.6,12.86,1.02,0.23,,96.13,2.21,44.99,41.35,11.02,0.07,0.05,86.8,4140.0,67.74,1.23,49.14,0.14,0.67,39.71,0.81,11152.0,82.29,9.53,0.1,0.65,0.24,7.2,7798.0,23376.0,1548.0,77.04,91.37,79.05,Nusa Tenggara Barat,1719.0,1508.0,1548.0,0
,295,0.363992411057,0.00267355118347,52,Nusa Tenggara Barat,5206,Bima,52,Nusa Tenggara Barat,5206,Bima,2017,Kabupaten,430172.05216,5206,4330.08193,-8.474763701975414,118.61861995592824,NUSA TENGGARA BARAT,Nusa Tenggara Barat,81.87,84.23,84.83,84.95,0.38,9.43,4.1,0.1,0.38,0.67,0.38,92.68,1.07,5.46,,0.35,91.93,1.28,6.51,0.28,12642.0,99.89,,,0.08,0.38,0.31,1.24,0.23,52.41,5.21,10.19,4.96,26.67,12.76,18.82,21.08,1.6,12.86,1.02,0.23,,96.13,2.21,44.99,41.35,11.02,0.07,0.05,86.8,4140.0,67.74,1.23,49.14,0.14,0.67,39.71,0.81,11152.0,82.29,9.53,0.1,0.65,0.24,7.2,7798.0,23376.0,1548.0,77.04,91.37,79.05,Nusa Tenggara Barat,1719.0,1508.0,1548.0,0
,296,0.437449719407,0.00258359810334,52,Nusa Tenggara Barat,5207,Sumbawa Barat,52,Nusa Tenggara Barat,5207,Sumbawa Barat,2017,Kabupaten,179511.52959,5207,1806.92834,-8.829708937760703,116.91505782417316,NUSA TENGGARA BARAT,Nusa Tenggara Barat,81.87,84.23,84.83,84.95,0.38,9.43,4.1,0.1,0.38,0.67,0.38,92.68,1.07,5.46,,0.35,91.93,1.28,6.51,0.28,12642.0,99.89,,,0.08,0.38,0.31,1.24,0.23,52.41,5.21,10.19,4.96,26.67,12.76,18.82,21.08,1.6,12.86,1.02,0.23,,96.13,2.21,44.99,41.35,11.02,0.07,0.05,86.8,4140.0,67.74,1.23,49.14,0.14,0.67,39.71,0.81,11152.0,82.29,9.53,0.1,0.65,0.24,7.2,7798.0,23376.0,1548.0,77.04,91.37,79.05,Nusa Tenggara Barat,1719.0,1508.0,1548.0,0
